Modif_taxonomy_FM	ID	order	family	subfamily	genus	subgenus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	acceptedNameUsage	namePublishedInYear	country	Locality	locationRemarks	habitat	decimalLongitude	decimalLatitude	geodeticDatum	Easting_EPSG3035	Northing_EPSG3035	Coord.Uncertainty	Coord.Validator	associatedReferences	PublicationYear	source	researchGroup	Habitat_Florian	Access_Florian	order_FM	family_FM	subfamily_FM	genus_FM	subgenus_FM	specificEpithet_FM	infraspecificEpithet_FM	scientificName_FM	FM_dwc_identificationQualifier	FM_identification_addendum	scientificNameAuthorship_FM	acceptedNameUsage_FM	namePublishedInYear_FM
	2529	Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	inopinus	NULL	Chappuisius inopinus	Kiefer, 1938	Chappuisius inopinus Kiefer, 1938	1938	Germany	Main  River in the lower reaches of the Main (river), near Aschaffenburg	saturated porous?	Aquifer in unconsolidated sediments:saturated	9.071	49.978	EPSG: 4326	4254358.485	2985485.532	0.1 km	Mattia Di Cicco	Borutzky E.V. (1952) Freshwater Harpacticoida. Fauna U.S.S.R., Crustacea (English translation, Jerusalem, 1964), 3(4): 1-396	1952	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer		Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	inopinus	NULL	Chappuisius inopinus			Kiefer, 1938	Chappuisius inopinus Kiefer, 1938	1938
	4041	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	phreatica	NULL	Elaphoidella phreatica	(Chappuis, 1925)	Elaphoidella phreatica (Chappuis, 1925)	1925	Italy	"Orcia river, three different sites across the river: 2) close to the locality Bagno Vignoni 43∂¯01'33""N 0,11∂¯35'87""E"	hyporheic habitat	Aquifer in unconsolidated sediments:hyporeic	11.6166	43.0241	EPSG: 4326	4453138.642	2214408.502	0.5 km	Emma Galmarini	Berera R., Bianchini C., Pariciani L., Raschioni R., Cottarelli V. (2003) Studio della biocenosi interstiziale come possibile strumento per la valutazione della qualitÖ ambientale del Fiume Orcia. Studi Trent. Sci. Nat. Acta Biol., 80: 101-105	2003	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	phreatica	NULL	Elaphoidella phreatica			(Chappuis, 1925)	Elaphoidella phreatica (Chappuis, 1925)	1925
	3529	Harpacticoida	Canthocamptidae	Morariinae	Ceuthonectes	NULL	serbicus	NULL	Ceuthonectes serbicus	Chappuis, 1924	Ceuthonectes serbicus Chappuis, 1924	1924	Italy	Nervesa della Battaglia, Sorgente del Casseon (4196 V/TV), ex-Piavesella (Montello)	karstic habitat	Karst:saturated	12.2058	45.8308	EPSG: 4326	4492588.497	2526768.463	0.1 km	Emma Galmarini	Stoch F., Tomasin G. (2002) La fauna delle acque carsiche sotterranee del Montello. Speleologia Veneta, 10: 41-70	2002	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Harpacticoida	Canthocamptidae	Morariinae	Ceuthonectes	NULL	serbicus	NULL	Ceuthonectes serbicus			Chappuis, 1924	Ceuthonectes serbicus Chappuis, 1924	1924
	3037	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera	(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908	Germany	Lengsdorf	unconsolidated sediment: phreatic/well	Aquifer in unconsolidated sediments:saturated	7.073	50.707	EPSG: 4326	4114295.426	3070281.001	0.1 km	Mattia Di Cicco	Haine E. (1946) Die Fauna des Grundwassers von Bonn, mit besonderer BerÅcksichtigung der Crustaceen. Inaug. Diss., Melle in Hannover, 1-144	1946	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera			(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908
	2609	Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	singeri	NULL	Chappuisius singeri	Chappuis, 1940	Chappuisius singeri Chappuis, 1940	1940	Germany	Aschaffenburg, wells in the town	well	Aquifer in unconsolidated sediments:saturated	9.152	49.974	EPSG: 4326	4260163.606	2984970.362	0.1 km	Mattia Di Cicco	Noll W., Stammer H.J. (1953) Die Grundwasserfauna des Untermaingebietes von Hanau bis WÅrzburg mit Einschluss des Spessarts. Mitt. Naturwiss. Mus. Stadt Aschaffenburg, N.S., 6: 1-77	1953	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	singeri	NULL	Chappuisius singeri			Chappuis, 1940	Chappuisius singeri Chappuis, 1940	1940
	6217	Harpacticoida	Parastenocarididae	Parastenocaridinae	Horstkurtcaris	NULL	nolli	alpina	Horstkurtcaris nolli alpina	(Kiefer, 1960)	Horstkurtcaris nolli alpina (Kiefer, 1960)	1960	Slovenia	Pivka Jama (cave)	unsaturated karst	Karst:saturated	14.2119	45.8032	EPSG: 4326	4648663.63	2530432.575	0.1 km	Emma Galmarini	Pipan T., Holt N., Culver D.C. (2010) How to protect a diverse, poorly known, inaccessible fauna: identification and protection of source and sink habitats in the epikarst. Aquatic Conserv: Mar. Freshw. Ecosyst., 20: 748-755	2010	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Parastenocarididae	Parastenocaridinae	Horstkurtcaris	NULL	nolli	alpina	Horstkurtcaris nolli alpina			(Kiefer, 1960)	Horstkurtcaris nolli alpina (Kiefer, 1960)	1960
	4914	Harpacticoida	Parastenocarididae	Parastenocaridinae	Stammericaris	NULL	acherusia	NULL	Stammericaris acherusia	(Noodt, 1955)	Stammericaris acherusia (Noodt, 1955)	1955	Italy	Desenzano del Garda Municipality, Lago di Garda (lake)	spring	Aquifer in unconsolidated sediments:saturated	10.5384	45.4677	EPSG: 4326	4363167.195	2484079.743	5 km	Emma Galmarini	Noodt W. (1955) Limnisch-subterrane Harpacticoiden (Crust. Cop.) aus Norditalien. Zool. Anz., 154: 78-85	1955	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Spring, Lake	Harpacticoida	Parastenocarididae	Parastenocaridinae	Stammericaris	NULL	acherusia	NULL	Stammericaris acherusia			(Noodt, 1955)	Stammericaris acherusia (Noodt, 1955)	1955
	6258	Harpacticoida	Canthocamptidae	Morariinae	Moraria	Moraria	stankovitchi	NULL	Moraria (Moraria) stankovitchi	Chappuis, 1924	Moraria (Moraria) stankovitchi Chappuis, 1924	1924	Slovenia	Zupanova jama (cave), Lubjana	unsaturated karst	Karst:saturated	14.6397	45.9129	EPSG: 4326	4681170.324	2544569.317	0.5 km	Emma Galmarini	Pipan T., Blejec A., Brancelj A. (2006) Multivariate analysis of copepod assemblages in epikarstic waters of some Sloevia caves. Hydrobiologia, 559: 213-223	2006	Literature: D. Galassi	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Morariinae	Moraria	Moraria	stankovitchi	NULL	Moraria (Moraria) stankovitchi			Chappuis, 1924	Moraria (Moraria) stankovitchi Chappuis, 1924	1924
	4048	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	plutonis	NULL	Elaphoidella plutonis	Chappuis, 1938	Elaphoidella plutonis Chappuis, 1938	1938	Italy	Sorgente Tornareccia, Val Fondillo, Pescasseroli	krenal (spring interstitial)	Karst:saturated	13.8568	41.771	EPSG: 4326	4642742.401	2082471.894	0.1 km	Emma Galmarini	Galassi D.M.P. (1997) Little known harpacticoid copepods from Italy and description of Parastenocaris crenobia n. sp. (Copepoda, Harpacticoida). Crustaceana, 70(6): 694-709	1997	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	plutonis	NULL	Elaphoidella plutonis			Chappuis, 1938	Elaphoidella plutonis Chappuis, 1938	1938
	4049	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	plutonis	NULL	Elaphoidella plutonis	Chappuis, 1938	Elaphoidella plutonis Chappuis, 1938	1938	Italy	Inghiottitoio Il Vottarino - Vottarino 1 (1065 Cp/SA)	karst: unsaturated zone/cave	Karst:saturated	15.6295	40.1736	EPSG: 4326	4802462.875	1915494.015	0.1 km	Emma Galmarini	Stoch F. (2005) La fauna delle acque sotterranee dell'area di Casaletto Spartano (Campania). Mondo Sotterraneo, n.s., 29(1-2): 83-95	2005	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	plutonis	NULL	Elaphoidella plutonis			Chappuis, 1938	Elaphoidella plutonis Chappuis, 1938	1938
	2598	Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	singeri	NULL	Chappuisius singeri	Chappuis, 1940	Chappuisius singeri Chappuis, 1940	1940	Germany	Bach	unconsolidated sediment: phreatic/well	Aquifer in unconsolidated sediments:saturated	7.404	50.765	EPSG: 4326	4137885.748	3075847.76	0.1 km	Mattia Di Cicco	Haine E. (1946) Die Fauna des Grundwassers von Bonn, mit besonderer BerÅcksichtigung der Crustaceen. Inaug. Diss., Melle in Hannover, 1-144	1946	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Chappuisiidae	NULL	Chappuisius	NULL	singeri	NULL	Chappuisius singeri			Chappuis, 1940	Chappuisius singeri Chappuis, 1940	1940
	4535	Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	stammeri	NULL	Nitocrella stammeri	Chappuis, 1938	Nitocrella stammeri Chappuis, 1938	1938	Italy	Santa Margherita di Belice	NULL	Aquifer in unconsolidated sediments:saturated	13.015	37.706	EPSG: 4326	4588798.837	1630686.268	3 km	Emma Galmarini	Pesce G.L., Galassi D.M.P. (1987) Copepodi di acque sotterranee della Sicilia. Animalia, 14(1/3): 193-235	1987	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment		Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	stammeri	NULL	Nitocrella stammeri			Chappuis, 1938	Nitocrella stammeri Chappuis, 1938	1938
	5102	Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera	(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908	Germany	Site scanned from map	NULL	NULL	8.629	48.54	EPSG: 4326	4219728.083	2826116.594	3 km	Mattia Di Cicco	Ronneberger D. (1975) Zur Kenntnis der Grundwasserfauna des Saale-Einzugsgebietes (Thuringen). Limnologica, 9(3): 323-419	1975	Literature: F. Malard	NULL	Aquatic, Freshwater, Subsurface		Cyclopoida	Cyclopidae	Cyclopinae	Graeteriella	Graeteriella	unisetigera	NULL	Graeteriella (Graeteriella) unisetigera			(Graeter, 1908)	Graeteriella (Graeteriella) unisetigera (Graeter, 1908)	1908
	6282	Harpacticoida	Canthocamptidae	Morariinae	Morariopsis	NULL	scotenophila	NULL	Morariopsis scotenophila	(Kiefer, 1930)	Morariopsis scotenophila (Kiefer, 1930)	1930	Slovenia	?kocjanske Jame	unsaturated karst	Karst:saturated	13.9905	45.6669	EPSG: 4326	4632235.062	2514372.263	0.1 km	Emma Galmarini	Petkovski T.K., Brancelj A. (1985) Zur Copepodenfauna (Crustacea) der Grotten Skocjanske Jame in Slowenien. Acta Mus. maced. sci. nat., Skopje, 18(1): 1-25	1985	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Morariinae	Morariopsis	NULL	scotenophila	NULL	Morariopsis scotenophila			(Kiefer, 1930)	Morariopsis scotenophila (Kiefer, 1930)	1930
yes	5119	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	sp.	NULL	Diacyclops sp. group languidoides	NULL	NULL	NULL	Germany	Site scanned from map	NULL	NULL	7.871	48.025	EPSG: 4326	4162141.001	2770224.279	20 km	Mattia Di Cicco	Notenboom J. (1982) Een inventarisatie van de fauna in een aantal Zuid Limburgse waterputten. Natuurhistorich Maandblad, 71(2): 27-32	1982	Literature: F. Malard	NULL	Aquatic, Freshwater, Subsurface		Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL		NULL	Diacyclops sp.		group languidoides	NULL	NULL	NULL
	4021	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	mabelae	NULL	Elaphoidella mabelae	Galassi & Pesce, 1991	Elaphoidella mabelae Galassi & Pesce, 1991	1991	Italy	"Capestrano, Capodacqua Tirino spring, UTM UG98 42¯16'30""N 13¯46'15""E, 337 m a.s.l."	saturated karst (krenal)	Karst:saturated	13.7931	42.2808	EPSG: 4326	4634796.125	2138572.698	0.1 km	Emma Galmarini	Galassi D.M.P., Pesce G.L. (1991) Elaphoidella mabelae n.sp., a crenobiont harpacticoid from Italy (Copepoda, Canthocamptidae). Crustaceana, 60(1): 1-6	1991	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	mabelae	NULL	Elaphoidella mabelae			Galassi & Pesce, 1991	Elaphoidella mabelae Galassi & Pesce, 1991	1991
	4735	Harpacticoida	Ameiridae	Ameirinae	Psyllocamptus	NULL	monachus	NULL	Psyllocamptus monachus	Chappuis, 1938	Psyllocamptus monachus Chappuis, 1938	1938	Italy	Grotta La Zinzulusa (107 Pu/LE)	saturated karst (Cocito zone of the cave) true freshwater or brackish, never  marine Galassi, pers. obs.	Karst:saturated	18.4315	40.0116	EPSG: 4326	5042993.071	1919855.212	0.1 km	Emma Galmarini	Chappuis P.A. (1938) Subterrane Harpacticoiden aus SÅd-Italien. Bul. Soc. St. Cluj, 9: 153-183	1938	Literature: F. Stoch	NULL	Aquatic, Brackish water, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Ameiridae	Ameirinae	Psyllocamptus	NULL	monachus	NULL	Psyllocamptus monachus			Chappuis, 1938	Psyllocamptus monachus Chappuis, 1938	1938
	6295	Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	slovenica	NULL	Nitocrella slovenica	Petkovski, 1959	Nitocrella slovenica Petkovski, 1959	1959	Slovenia	Baca river, tributary of Soca river	hyporheic	Aquifer in unconsolidated sediments:hyporeic	13.7699	46.1478	EPSG: 4326	4612455.54	2566805.362	0.5 km	Emma Galmarini	Mori N. (2008) The impact of gravel extraction on hyporheic ecology: a case study of the Baca river (W Slovenia). Thesis, University of Nova Gorica, 104 pp.	2008	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Ameiridae	Ameirinae	Nitocrella	NULL	slovenica	NULL	Nitocrella slovenica			Petkovski, 1959	Nitocrella slovenica Petkovski, 1959	1959
	4692	Harpacticoida	Parastenocarididae	Fontinalicaridinae	Proserpinicaris	NULL	admete	NULL	Proserpinicaris admete	(Cottarelli, Fasano, Mura & Saporito, 1980)	Proserpinicaris admete (Cottarelli, Fasano, Mura & Saporito, 1980)	1980	Italy	Orosei, Cedrino River	saturated porous freshwater wells	Aquifer in unconsolidated sediments:saturated	9.7014	40.3816	EPSG: 4326	4295518.775	1920675.379	0.1 km	Emma Galmarini	Cottarelli V., Fasano L., Mura G., Saporito P.E. (1980) Parastenocaris admäte n. sp. (Crustacea, Copepoda, Harpacticoida) in acque interstiziali di Sardegna. Riv. Idrobiol., 19(3): 619-627	1980	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Harpacticoida	Parastenocarididae	Fontinalicaridinae	Proserpinicaris	NULL	admete	NULL	Proserpinicaris admete			(Cottarelli, Fasano, Mura & Saporito, 1980)	Proserpinicaris admete (Cottarelli, Fasano, Mura & Saporito, 1980)	1980
	4059	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Spluga del Torrente (407 V/VR), Avesa	unsaturated karst	Karst:unsaturated	10.9966	45.4897	EPSG: 4326	4399020.105	2486890.395	0.1 km	Emma Galmarini	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi, F. Stoch: L'Aquila: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4060	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Buso della Volpe (1426 V/VR), Covale	unsaturated karst	Karst:saturated	11.2131	45.6117	EPSG: 4326	4415756.824	2500679.75	0.1 km	Emma Galmarini	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi, F. Stoch: L'Aquila: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4061	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Spurga del Gatto (390 V/VR), Roncari	unsaturated karst	Karst:saturated	11.1924	45.6115	EPSG: 4326	4414140.419	2500631.461	0.1 km	Emma Galmarini	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Lessinian Mountains: Italy	D. Galassi, F. Stoch: L'Aquila: Italy	Aquatic, Freshwater, Subsurface, Aquifer, Karst		Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4062	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Lucola stream, bridge Molino di Poiano	hyporheic	Aquifer in unconsolidated sediments:hyporeic	10.4331	44.3786	EPSG: 4326	4355586.883	2363210.48	0.2 km	Emma Galmarini	Stoch F., Pieri V., Sambugar B. Zullini A. (2009) La fauna delle acque sotterranee dellÉ??Alta Val Secchia (Appennino Reggiano). Memorie dell'Istituto Italiano di Speleologia, s. II, 22: 145-164	2009	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4063	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Secchia river, confluence of Tanone resurgences	hyporheic	Aquifer in unconsolidated sediments:hyporeic	10.4256	44.39	EPSG: 4326	4354981.136	2364471.181	0.5 km	Emma Galmarini	Stoch F., Pieri V., Sambugar B. Zullini A. (2009) La fauna delle acque sotterranee dellÉ??Alta Val Secchia (Appennino Reggiano). Memorie dell'Istituto Italiano di Speleologia, s. II, 22: 145-164	2009	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4064	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Rio di Sologno, bridge road Braglie - Sologno	hyporheic	Aquifer in unconsolidated sediments:hyporeic	10.3843	44.3558	EPSG: 4326	4351702.112	2360660.954	0.1 km	Emma Galmarini	Stoch F., Pieri V., Sambugar B. Zullini A. (2009) La fauna delle acque sotterranee dellÉ??Alta Val Secchia (Appennino Reggiano). Memorie dell'Istituto Italiano di Speleologia, s. II, 22: 145-164	2009	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4065	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Risorgente di Ca' della Ghiaia (244 ER/RE)	cave (gypsum)	Karst:saturated	10.3655	44.382	EPSG: 4326	4350186.731	2363558.705	0.1 km	Emma Galmarini	Stoch F., Pieri V., Sambugar B. Zullini A. (2009) La fauna delle acque sotterranee dellÉ??Alta Val Secchia (Appennino Reggiano). Memorie dell'Istituto Italiano di Speleologia, s. II, 22: 145-164	2009	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4066	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Rio dei Tramonti, Case Ferrari, 200 m upstream sinkhole	hyporheic	Aquifer in unconsolidated sediments:hyporeic	10.362	44.394	EPSG: 4326	4349901.143	2364888.025	1 km	Emma Galmarini	Stoch F., Pieri V., Sambugar B. Zullini A. (2009) La fauna delle acque sotterranee dellÉ??Alta Val Secchia (Appennino Reggiano). Memorie dell'Istituto Italiano di Speleologia, s. II, 22: 145-164	2009	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
	4067	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica	(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928	Italy	Brenta river, Tezze	hyporheic habitat	Aquifer in unconsolidated sediments:hyporeic	11.6886	45.6818	EPSG: 4326	4452723.808	2509181.454	0.1 km	Emma Galmarini	Penna G., Vesentini Paiotta G. (1981) Gli Arpacticoidi. In: Braioni et al., L'ambiente interstiziale iporreico del Fiume Brenta e la sua fauna. Boll. Mus. civ. St. Nat. Verona, 7: 235-274	1981	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	pseudophreatica	NULL	Elaphoidella pseudophreatica			(Chappuis, 1928)	Elaphoidella pseudophreatica (Chappuis, 1928)	1928
yes	5120	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	sp.	NULL	Diacyclops sp. group languidoides	NULL	NULL	NULL	Germany	Site scanned from map	NULL	NULL	7.924	47.96	EPSG: 4326	4165896.923	2762890.552	20 km	Mattia Di Cicco	Notenboom J. (1982) Een inventarisatie van de fauna in een aantal Zuid Limburgse waterputten. Natuurhistorich Maandblad, 71(2): 27-32	1982	Literature: F. Malard	NULL	Aquatic, Freshwater, Subsurface		Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL		NULL	Diacyclops sp.		group languidoides	NULL	NULL	NULL
	6298	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	anae	NULL	Paramorariopsis anae	Brancelj, 1991	Paramorariopsis anae Brancelj, 1991	1991	Slovenia	Jama pod Krogom, Mlini, Buzet	epikarst	Karst:unsaturated	13.9402	45.4543	EPSG: 4326	4629508.634	2490594.347	1 km	Emma Galmarini	Brancelj A. (1991) Paramorariopsis anae gen n., sp. n. and the female of Ceuthonectes rouchi Petkovski, 1984 - two interesting harpacticoids (Copepoda: Crustacea) from caves in Slovenia (NW Yugoslavia). Stygologia, 6(4): 193-200	1991	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Harpacticoida	Canthocamptidae	Canthocamptinae	Paramorariopsis	NULL	anae	NULL	Paramorariopsis anae			Brancelj, 1991	Paramorariopsis anae Brancelj, 1991	1991
	4930	Harpacticoida	Parastenocarididae	Parastenocaridinae	Stammericaris	NULL	pasquinii	NULL	Stammericaris pasquinii	(Cottarelli, 1972)	Stammericaris pasquinii (Cottarelli, 1972)	1972	Italy	Trevignano Romano Municipality, Lago di Bracciano (lake), Renai shore	limnostygal	Lymnic interstitial	12.2326	42.1587	EPSG: 4326	4506129.326	2119901.956	0.1 km	Emma Galmarini	Bruno M.C., Cottarelli V. (1998) Description of Parastenocaris amalasuntae n.sp. and new data on Parastenocaris proserpina and Parastenocaris pasquinii from subterranean waters of central Italy (Copepoda, Harpacticoida). Ital. J. Zool., 65: 121-136	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone, Lake	Harpacticoida	Parastenocarididae	Parastenocaridinae	Stammericaris	NULL	pasquinii	NULL	Stammericaris pasquinii			(Cottarelli, 1972)	Stammericaris pasquinii (Cottarelli, 1972)	1972
