site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	Vranjača špilja kod Dugopolja	43,562235	16,648216	NA		HRV	Dugopolje		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Jama u Krčevini	43,57	16,76	NA		HRV	Ugljane		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Jama u Krčevini	43,57	16,76	NA		HRV	Ugljane		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Turkuša	43,5789	16,7363	NA		HRV	Trilj		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Turkuša	43,5789	16,7363	NA		HRV	Trilj		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						National Museum of Natural History Naturalis, Leiden, Netherlands (NMNL)												
	Špilja Miluša	43,129168	17,37961	NA		HRV	NA		2022-01-08					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Iva Čupić	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Drž gače 2	43,258955	17,282833	NA		HRV	NA		2018-10-08					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Ančića velika Golubinka	43,258385	17,284191	NA		HRV	NA		2018-10-08					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Crno jezero	42,84727	17,636466	NA		HRV	NA		2018-11-15					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Crno jezero	42,84727	17,636466	NA		HRV	NA		2018-11-15					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Privoru	43,009238	17,213289	NA		HRV	NA		2019-03-26					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Kameni kolačić	42,873066	17,466385	NA		HRV	NA		2019-03-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama 7	43,691824	16,291519	NA		HRV	NA		2020-04-17					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		1968-08-20					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	1						NA												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		1968-08-20					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	1						NA												
	Kukor	43,355609	16,991707	NA		HRV	NA		1999-01-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Franetova jama	43,1361	16,9384	3000		HRV	NA		1999-02-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jujnovića špilja	43,266579	17,19798	NA		HRV	NA		2002-04-27					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama kod Tučepske vilenjače	43,284718	17,085044	NA		HRV	NA		2002-06-17					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jujnovića špilja	43,266579	17,19798	NA		HRV	NA		2002-10-14					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama iznad Saranača	43,249007	17,174663	NA		HRV	NA		2003-03-25					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Deukalion špilja	42,955695	17,097624	NA		HRV	NA		2010-03-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Samogorska špilja	43,318227	17,121122	NA		HRV	NA		2017-06-23					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grapčeva špilja	43,134189	16,753732	NA		HRV	NA		2025-03-07					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Kornjatuša	42,97909	17,673966	NA		HRV	NA		2013-11-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Drinovčuša	43,548476	16,638636	NA		HRV	NA		2017-11-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Balića špilja	43,57296	16,57002	NA		HRV	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						SubBioDB, managed by SubBioLab, Dept. of Biology, Biotechnical Faculty, University of Ljubljana												
	Kukor	43,355609	16,991707	NA		HRV	NA		2016-01-21					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	4						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Vranja peć	42,868266	17,812427	NA		HRV	NA		2016-11-02					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Signalka	43,269115	17,238031	NA		HRV	NA		2018-08-29					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Spilja Rupine	43,00528	17,157984	NA		HRV	NA		2019-04-24					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Šimunkovića špilja	42,978588	17,129081	NA		HRV	NA		2019-04-26					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Špilja u Žarmi	42,935427	17,43822	NA		HRV	NA		2019-04-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Ričevica	43,099891	17,390863	NA		HRV	NA		2019-11-05					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Trasirana jama	43,691332	16,287254	NA		HRV	NA		2020-04-17					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Jama 7	43,691824	16,291519	NA		HRV	NA		2020-04-28					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Spilja Rupine	43,00528	17,157984	NA		HRV	NA		2019-04-06					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetina (“Cajetina”)	43,433	16,762	NA		HRV	Omiš		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Forschungsinstitut und Naturmuseum Senckenberg, Frankfurt, Germany (SMF)												
	Cetina (“Cajetina”)-Canyon, small valley with stream, dense Fagus forest with Hedera sp., with big rocks	43,433	16,762	NA		HRV	Omiš		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						Forschungsinstitut und Naturmuseum Senckenberg, Frankfurt, Germany (SMF)												
	Izeta pećina	42,54389	18,69274	500		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pokljuka donja	42,54214	18,69489	500		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Studena pećina	42,5437	18,689	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Lopata pećina	42,53504	18,63433	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pećina na Jankovom vrhu	42,5903	18,6583	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pećina na Jankovom vrhu	42,5903	18,6583	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Tomova pećina	42,603	18,675	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Mijukovica pećina	42,57	18,668	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Bobjerska pećina	42,69884	18,64454	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Jamutina	42,51393	18,7047	1000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Čora pećina	42,59347	18,71169	1500		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pećina kod Šunjevca	42,574518	18,643068	2000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pećina kod Blagojevića - Nemada u Lješeviću???	42,57287	18,63228	5000		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Pećina u Ivici	42,5384	18,6207	NA		MNE	NA		NA					Terrestrial	Cave			Stygopholcus absoloni		species	Pholcidae	Stygopholcus	absoloni				NA	NA						NA												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-11-08					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		2015-11-09					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	5						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		2019-04-27					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2012-08-22					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	5						NA												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		2015-11-09					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	6						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		2015-11-09					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Boljanovica	42,42956	18,83369	NA		MNE	NA		2015-11-08					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-11-08					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		2015-11-09					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	6						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	2						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Grbočica	42,28736	19,03538	NA		MNE	NA		1971-08-02					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	3						NA												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		1972-07-20					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	4						NA												
	Grbočica (01-003)	42,28736	19,03538	NA		MNE	Gađi		NA					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	NA						NA												
	Cetinjska pećina (04-004)	42,38875	18,92133	NA		MNE	Cettigne		NA					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	NA						NA												
	Babatuša	42,289848	19,034878	NA		MNE	Trnovo		NA					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				NA	NA						University of Barcelona (CRBA)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Uganjsko vrelo desno	42,32403	18,92384	NA		MNE	NA		2015-10-27					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	1						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Uganjsko vrelo desno	42,32403	18,92384	NA		MNE	NA		2015-10-27					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	3						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Cetinjska pećina	42,38875	18,92133	NA		MNE	NA		2015-10-28					Terrestrial	Cave			Typhlonesticus absoloni		species	Nesticidae	Typhlonesticus	absoloni				Martina Pavlek	6						Croatian Biospeleological Society, Zagreb, Croatia (CBSS)												
	Miniera di grafite di Tornini	44,909638	7,194857	NA		ITA	Pramollo		NA					Terrestrial	Artificial gallery			Troglohyphantes achillis		species	Linyphiidae	Troglohyphantes	achillis				NA	NA						NA												
	Miniera di Boccetto	44,959003	7,086115	NA		ITA	Perrero		NA					Terrestrial	Artificial gallery			Troglohyphantes achillis		species	Linyphiidae	Troglohyphantes	achillis				NA	NA						NA												
	Grotta di Chiabrano (=Tuna dal Diaou) (Pi 1621)	44,9470661	7,1060462	NA		ITA	Perrero		NA					Terrestrial	Cave			Troglohyphantes achillis		species	Linyphiidae	Troglohyphantes	achillis				NA	NA						NA												
	Grotta di Chiabrano (=Tuna dal Diaou) (Pi 1621)	44,9470661	7,1060462	NA		ITA	Perrero		NA					Terrestrial	Cave			Troglohyphantes achillis		species	Linyphiidae	Troglohyphantes	achillis				NA	NA						NA												
