Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			PE_B1 - 148 - S_148	48,1897565046391	16,4165346619317	<100m		AT		Precision Precise Province: Wien	16/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0417	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Pfarrkirchen - Hauswasserwerk	48,02871	14,20087	<100m		AT		Precision Precise Province: Oberösterreich	06/02/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							2				STYA1504	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			PG92200542 - 14 - A_14	48,2291048530978	16,4926798034664	<100m		AT		Precision Precise Province: Wien	13/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0334	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Piezometer-Sonde Eberschüttwasser - T3	48,163331	16,544557	<1km		AT		Precision Set close to 20 m away from the shore of the Eberschüttwasser and 50 m away from the sampling point Bou-Rouch Eberschüttwasser Province: Wien. Water mainly from gravel horizons.						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1325	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Pr6 - Straneggbach Hyporheal	47,77735	13,97017	<100m		AT		Precision Precise Province: Oberösterreich	2024					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3			Sequence from Lyon	STYA1460	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Quelle an der Straße am Westausgang des Ortes Neukirchen	47,878641	13,708812	<10km		AT		Precision Set close to West of Neukirchen Province: Oberösterreich. Quelle aus eiszeitlichem Koglomerat entspringend.						Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							5			5 females.	STYA1331	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Quellen auf der unteren Enzianwiese am Westhang des Kollmannsberges	47,86478	13,710286	<10km		AT		Precision Set close to Westhang des Kollmannsberges Province: Oberösterreich						Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							28			7 males, 9 females. 6 males, 6 females. Several with eggs.	STYA1332	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits			Regelsbrunn	48,1204402589335	16,7465991265957	<10km		AT		Precision Set close to Regelsbrunn Province: Niederösterreich Regelsbrunn is an area of groundwaterwells in the Regelbrunner Au						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Subspecies	Asellidae	Proasellus	slavus	vindobonensis										STYA1376	Literature		https://doi.org/10.1023/a:1012098706986		2001			Danielopol DL, Pospisil P (2001) Hidden biodiversity in the groundwater of the Danube flood plain national park (Austria). Biodiversity and Conservation 10: 1711–1721.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Max Hämmerle			Rettenbachhöhle bei Windischgarsten (1651/1) - EUK, REH	47,7584341837524	14,3181821459125	<100m		AT		Precision Set close to cave entrance Province: Oberösterreich						Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.										probably Proasellus cavaticus (Leydig, 1871)	STYA1369	Literature			Haseke H | Weigand E	2000	Leben in unterirdischen Gewässern der Rettenbachhöhle (1651/1).	Mitteilungen des Landesvereins für Höhlenkunde in Oberösterreich	Haseke H, Weigand E (2000) Leben in unterirdischen Gewässern der Rettenbachhöhle (1651/1). Mitteilungen des Landesvereins für Höhlenkunde in Oberösterreich 105: 14–38.  							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			S11 - 151 - A_151	48,2279337956598	16,5150569238741	<100m		AT		Precision Precise Province: Wien	13/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							23				HBTC0379	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			S11_GBA - 151 - S_151	48,2279337956598	16,5150569238741	<100m		AT		Precision Precise Province: Wien	08/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							8				HBTC0418	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			S2a_GBA - 152 - S_152	48,2252600894527	16,4956379226588	<100m		AT		Precision Precise Province: Wien	08/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0419	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			S6_IQ - 153 - A_153	48,2215558219351	16,5115313289601	<100m		AT		Precision Precise Province: Wien	13/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							4				HBTC0380	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			S6_IQ - 153 - S_153	48,2215558219351	16,5115313289601	<100m		AT		Precision Precise Province: Wien	08/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0420	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	38		Salzburg	47,8005	13,0444	<100m		AT		Precision Precise Province: Salzburg						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Lake, Hyporheic Zone			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1431	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_STROUHALI_STROUHALI|SALZBUR1_000000		Karaman S	1955	Asellus cavaticus Schiodte und seine Nachstverwandten.	Acta Musei Macedonici Scientiarum Naturalium Skopje	Karaman S (1955) Asellus cavaticus Schiodte und seine Nachstverwandten. Acta Musei Macedonici Scientiarum Naturalium Skopje 2: 1–40. 							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	38		Salzburg	47,8005	13,0444	<100m		AT		Precision Precise Province: Salzburg	1991					Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Originally recorded as P. strouhali strouhali. 01.01.1991. Collector: Creuze des Chatelliers M.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							7				STYA1450	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_STROUHALI_STROUHALI|SALZBURG_199100													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Schachtbrunnen Donaufeld	48,2525660209255	16,4080647890158	<1km		AT		Precision Set close to Pfarre Donaufeld, Kinzerplatz 19, 1210 Wien Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1256	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Schachtbrunnen Fundort Wien 6	48,1954525389562	16,3470485608706	<1km		AT		Precision Set close to Stumpergasse 56 Province: Wien	08/1932					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							3				STYA1266	Literature		10.1002/iroh.19380370405		1938			Vornatscher J (1938) Faunistische Untersuchung des Lusthauswassers im Wiener Prater. Internationale Revue der gesamten Hydrobiologie und Hydrographie 37: 320–363. https://doi.org/10.1002/iroh.19380370405							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Schachtbrunnen Jedlesee Wien	48,2700216523716	16,3822154403143	<1km		AT		Precision Set close to Überfuhrstraße 47 Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1253	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Schichtfugenhöhle	47,374	10,02534	<100m		AT		Precision Precise Province: Vorarlberg						Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1429	OnlineDatabase_WorldAsellidaeDatabase	PROASELLUS_CAVATICUS|SCHICHTF_195700													
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Schlagbrunnen Bisamberg	48,33178794811	16,3616173839637	<10km		AT		Precision Set close to Gemeindeamt Bisamberg (Hauptstraße 2, 2102 Bisamberg, city center) Province: Niederösterreich	01/11/1932					Aquatic, Freshwater, Subsurface, Aquifer	Well	Legator: F. Duspiva.		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali										Several animals	STYA1275	Literature			Strouhal H	1939	Einige bemerkenswerte  Vorkommnisse von Wirbellosen, besonders Isopoden, in der Ostmark.	Festschrift für Strand	Strouhal H (1939) Einige bemerkenswerte  Vorkommnisse von Wirbellosen, besonders Isopoden, in der Ostmark. Festschrift für Strand 5: 68–80. 							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	39		Schlagbrunnen Kagran	48,2494220113427	16,4425054347039	<1km		AT		Precision Set close to Kagraner Kirche/St. Wendelin Kirche/St. Georg Kirche, Kagran Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1252	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	39		Schlagbrunnen Kagran	48,2494220113427	16,4425054347039	<1km		AT		Precision Set close to Kagraner Kirche/St. Wendelin Kirche/St. Georg Kirche, Kagran Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Species	Asellidae	Proasellus	slavus	vindobonensis										STYA1255	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	39		Schlagbrunnen Kagran	48,2494220113427	16,4425054347039	<1km		AT		Precision Set close to Kagraner Kirche/St. Wendelin Kirche/St. Georg Kirche, Kagran Province: Wien. Probably same location as stated in Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674. Vornatscher (1972) states it as a Schlagbrunnen of 7 m depth located about 200 m north-northeast of the Kagraner Kirche. Danielopol (1976) states it as a Norton pump of 7 m depth located about 500 m east of the St. Wendelin Kirche. St. Wendelin Kirche, Kagraner Kirche and St. Georg Kirche are the same church. Therefore, one set of coordinates have been defined for this location.						Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1269	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Schlagbrunnen Kaisermühlen	48,2344844344381	16,4250817413225	<10km		AT		Precision Set close to approximate center of Kaisermühlen Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1257	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	40		Schlagbrunnen Maria Grün, Prater	48,1946388152716	16,4428468167193	<1km		AT		Precision Set close to Wallfahrtskirche Maria Grün Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1251	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	40		Schlagbrunnen Maria Grün, Prater	48,1946388152716	16,4428468167193	<1km		AT		Precision Set close to Wallfahrtskirche Maria Grün Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Species	Asellidae	Proasellus	slavus	vindobonensis										STYA1254	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	41		Schlammtrichter Lusthauswasser	48,1917059868277	16,4421531486269	<1km		AT		Precision Set close to Lusthauswasser Province: Wien	30/10/1932					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1262	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI_STROUHALI|VIENNDA1_193800	10.1002/iroh.19380370405		1938			Vornatscher J (1938) Faunistische Untersuchung des Lusthauswassers im Wiener Prater. Internationale Revue der gesamten Hydrobiologie und Hydrographie 37: 320–363. https://doi.org/10.1002/iroh.19380370405							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	41		Schlammtrichter Lusthauswasser	48,1917059868277	16,4421531486269	<1km		AT		Precision Set close to Lusthauswasser Province: Wien	08/12/1932					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1263	Literature	WorldAsellidaeDatabase_PROASELLUS_STROUHALI_STROUHALI|VIENNDA2_193800	10.1002/iroh.19380370405		1938			Vornatscher J (1938) Faunistische Untersuchung des Lusthauswassers im Wiener Prater. Internationale Revue der gesamten Hydrobiologie und Hydrographie 37: 320–363. https://doi.org/10.1002/iroh.19380370405							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	41		Schlammtrichter Lusthauswasser	48,1917059868277	16,4421531486269	<1km		AT		Precision Set close to Lusthauswasser Province: Wien	11/12/1932					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1264	Literature		10.1002/iroh.19380370405		1938			Vornatscher J (1938) Faunistische Untersuchung des Lusthauswassers im Wiener Prater. Internationale Revue der gesamten Hydrobiologie und Hydrographie 37: 320–363. https://doi.org/10.1002/iroh.19380370405							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	41		Schlammtrichter Lusthauswasser	48,1917059868277	16,4421531486269	<1km		AT		Precision Set close to Lusthauswasser Province: Wien	29/01/1933					Aquatic, Freshwater, Subsurface, Aquifer	Spring			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1265	Literature		10.1002/iroh.19380370405		1938			Vornatscher J (1938) Faunistische Untersuchung des Lusthauswassers im Wiener Prater. Internationale Revue der gesamten Hydrobiologie und Hydrographie 37: 320–363. https://doi.org/10.1002/iroh.19380370405							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch	42		Schneckenlochhöhle (1126/1)	47,374546	10,068022	<100m		AT		Precision Set close to cave entrance Province: Vorarlberg	03/07/1949					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							2			In all watercourses of the Labyrinth. 2 males according to Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.  Can also be found in: Strouhal H (1954) Tierleben der Unterwelt. In: Karst und Höhlen in Niederösterreich und Wien. Wien: 63 —67.Nordost-Alpen Landtierw . 1: 559. Verlag Jugend und Volk, Wien, 63–67. AND IN Janetschek H (1960) Die Alpen von Zell am See bis Bregenz. In: Exkursionsführer zum XI. Internationalen Entomologenkongress. Wien, 115–191. AND IN Strouhal H (1961) Die rezente Höhlenfauna Österreichs. Österreichische Hochschulzeitung 13: 8–9. AND IN Henry J-P (1971) Contribution à l’étude du genre Proasellus (Crustacea Isopoda Asellidae): le groupe cavaticus. Vie et Milieu 22: 33–77. AND IN Strouhal H, Vornatscher J (1975) Katalog der rezenten Höhlentiere Österreichs. Annalen des Naturhistorischen Museums in Wien 79: 401–542. 	STYA1336	Literature			Janetschek H	1952	Beitrag zur Kenntnis der Höhlentierwelt der Nördlichen Kalkalpen.	Jahrbuch des Vereins zum Schutze der Alpenpflanzen und -Tiere.	Janetschek H (1952) Beitrag zur Kenntnis der Höhlentierwelt der Nördlichen Kalkalpen. Jahrbuch des Vereins zum Schutze der Alpenpflanzen und -Tiere 17: 69–93. 							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Max Hämmerle	42		Schneckenlochhöhle (1126/1)	47,374546	10,068022	<100m		AT		Precision Set close to cave entrance Province: Vorarlberg						Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1365	Literature			Breuss W	2004	Bemerkungen zur Wirbellosenfauna von Höhlen Vorarlbergs und angrenzender Gebiete.	Vorarlberger Naturschau	Breuss W (2004) Bemerkungen zur Wirbellosenfauna von Höhlen Vorarlbergs und angrenzender Gebiete. Vorarlberger Naturschau 15: 127–138.  							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	42		Schneckenlochhöhle (1126/1) - H66	47,374546	10,068022	<100m		AT		Precision Precise Province: Vorarlberg	2024					Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							2			Sequence from Lyon	STYA1455	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits			Schönau A	48,13268	16,61833	<100m		AT		Precision Precise Province: Niederösterreich	2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				STYA1397	Christian Griebler Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	43		Schönau B	48,13212	16,6224	<100m		AT		Precision Precise Province: Niederösterreich	2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							6				STYA1398	Christian Griebler Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	43		Schönau B	48,13212	16,6224	<100m		AT		Precision Precise Province: Niederösterreich	2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							6				STYA1399	Christian Griebler Personal Data														
