"ID","order","family","subfamily","genus","subgenus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","acceptedNameUsage","namePublishedInYear","country","Locality","locationRemarks","habitat","decimalLongitude","decimalLatitude","geodeticDatum","Easting_EPSG3035","Northing_EPSG3035","Coord.Uncertainty","Coord.Validator","associatedReferences","PublicationYear","source","researchGroup"
49,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P. (1989) Acanthocyclops gmaineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Osterreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort. Zool. Anz., 223(3/4): 220-230",1989,"Literature: F. Stoch","NULL"
50,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Maria Grün, Prater, Wien","well","NULL",16.441,48.195,"EPSG: 4326",4799380.690061345,2807710.008439307,"1 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
51,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
52,"Cyclopoida","Cyclopidae","Cyclopinae","Acanthocyclops","NULL","sp.","NULL","Acanthocyclops sp. group venustus","NULL","NULL","NULL","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
53,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Wien-Umgebung, Wien, Lobau site B","unconsolidated","Unclear",16.539,48.164,"EPSG: 4326",4806934.758475045,2804915.490623136,"0.5 km","Francesco Cerasoli","Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366",1994,"Literature: F. Stoch","NULL"
54,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Wien-Umgebung, Wien, Lobau site B","unconsolidated","Unclear",16.539,48.164,"EPSG: 4326",4806934.758475045,2804915.490623136,"0.5 km","Francesco Cerasoli","Pospisil P., Stoch F. (1997) Rediscovery and redescription  of Austriocyclops vindobonae Kiefer, 1964 (Copepoda, Cyclopoida) with remarks on the subfamily Eucyclopinae Kiefer. Crustaceana, 70(8): 901-910",1997,"Literature: F. Stoch","NULL"
55,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Groundwater  at St. Polten","Groundwater","NULL",15.616,48.207,"EPSG: 4326",4738153.741391211,2804035.6055334844,"Comm.Centr","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
56,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
57,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Kagran, Wien","well","NULL",16.449,48.258,"EPSG: 4326",4799377.175731602,2814742.3947880818,"2 km","Francesco Cerasoli","Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) Österreichs. Ann. Naturhist. Mus. Wien, 67: 477-485",1964,"Literature: F. Stoch","NULL"
58,"Cyclopoida","Cyclopidae","Eucyclopinae","Austriocyclops","NULL","vindobonae","NULL","Austriocyclops vindobonae","Kiefer, 1964","Austriocyclops vindobonae Kiefer, 1964","1964","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
59,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","belgicus","NULL","Diacyclops belgicus","Kiefer, 1936","Diacyclops belgicus Kiefer, 1936","1936","Austria","Lurhöhle, Peggau-Semriach (2836/1)","cave, subterranean brook","NULL",15.371,47.222,"EPSG: 4326",4727710.58389245,2693462.4356089304,"0.1 km","Francesco Cerasoli","Plesa C., Buzila R. (1998) Recherches sur la stygofaune de Lurgrotte (Styrie, Autriche) avec aperçu special sur les Cyclopides (Crustacea, Copepoda). Studii si cercetari (St. Naturii), 4: 201-224",1998,"Literature: F. Stoch","NULL"
60,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","clandestinus","NULL","Diacyclops clandestinus","(Kiefer, 1926)","Diacyclops clandestinus (Kiefer, 1926)","1926","Austria","Lurhöhle, Peggau-Semriach (2836/1)","Cave","NULL",15.371,47.222,"EPSG: 4326",4727710.58389245,2693462.4356089304,"0.1 km","Francesco Cerasoli","Christian E., Spotl C. (2010) Karst geology and cave fauna of Austria: a concise review. International Journal of Speleology, 39 : 71-90",2010,"Literature: F. Stoch","NULL"
61,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","clandestinus","NULL","Diacyclops clandestinus","(Kiefer, 1926)","Diacyclops clandestinus (Kiefer, 1926)","1926","Austria","Lurhöhle, Peggau-Semriach (2836/1)","cave, subterranean brook","NULL",15.371,47.222,"EPSG: 4326",4727710.58389245,2693462.4356089304,"0.1 km","Francesco Cerasoli","Plesa C., Buzila R. (1998) Recherches sur la stygofaune de Lurgrotte (Styrie, Autriche) avec aperçu special sur les Cyclopides (Crustacea, Copepoda). Studii si cercetari (St. Naturii), 4: 201-224",1998,"Literature: F. Stoch","NULL"
62,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","cohabitatus","NULL","Diacyclops cohabitatus","Monchenko, 1980","Diacyclops cohabitatus Monchenko, 1980","1980","Austria","Mausrodelhöhle (= Steinkeller) b. Lunz (1824/9), Lunz, Niederosterreich","Cave","NULL",15.025,47.855,"EPSG: 4326",4696926.5807914045,2761825.2318124543,"Comm.Centr","Francesco Cerasoli","Stoch F., Pospisil P. (2000) The Diacyclops languidoides – group (Copepoda, Cyclopoida) in Austria, with redescription of Diacyclops cohabitatus Monchenko, 1980. Annls. Limnol., Toulouse, 36(1): 21-29",2000,"Literature: F. Stoch","NULL"
63,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","cohabitatus","NULL","Diacyclops cohabitatus","Monchenko, 1980","Diacyclops cohabitatus Monchenko, 1980","1980","Austria","Wien, Lobau wetland","Well","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Stoch F., Pospisil P. (2000) The Diacyclops languidoides – group (Copepoda, Cyclopoida) in Austria, with redescription of Diacyclops cohabitatus Monchenko, 1980. Annls. Limnol., Toulouse, 36(1): 21-29",2000,"Literature: F. Stoch","NULL"
64,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","cohabitatus","NULL","Diacyclops cohabitatus","Monchenko, 1980","Diacyclops cohabitatus Monchenko, 1980","1980","Austria","Mausrodelhöhle (= Steinkeller) b. Lunz (1824/9), Lunz, Niederosterreich","cave","NULL",15.025,47.855,"EPSG: 4326",4696926.5807914045,2761825.2318124543,"Comm.Centr","Francesco Cerasoli","Chappuis P.A. (1934) Östalpine Höhlencopepoden. Bul. Soc. St. Cluj, 8: 211-217",1934,"Literature: F. Stoch","NULL"
65,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","cohabitatus","NULL","Diacyclops cohabitatus","Monchenko, 1980","Diacyclops cohabitatus Monchenko, 1980","1980","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
66,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","danielopoli","NULL","Diacyclops danielopoli","Pospisil & Stoch, 1999","Diacyclops danielopoli Pospisil & Stoch, 1999","1999","Austria","Wien-Umgebung, Wien, Lobau, Eberschüttwasser","hyporheic","Unclear",16.537,48.173,"EPSG: 4326",4806700.337783952,2805899.4357235422,"0.2 km","Francesco Cerasoli","Pospisil P., Stoch F. (1999) Two new species of the Diacyclops languidoides -group (Copepoda, Cyclopoida) from groundwaters of Austria. Hydrobiologia, 412: 165-176",1999,"Literature: F. Stoch","NULL"
67,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","danielopoli","NULL","Diacyclops danielopoli","Pospisil & Stoch, 1999","Diacyclops danielopoli Pospisil & Stoch, 1999","1999","Austria","Haslau, Niederösterreich","Hyporheic","Aquifer in unconsolidated sediments:hyporeic",16.719,48.118,"EPSG: 4326",4820722.235776401,2801021.3220346053,"1 km","Francesco Cerasoli","Pospisil P., Stoch F. (1999) Two new species of the Diacyclops languidoides -group (Copepoda, Cyclopoida) from groundwaters of Austria. Hydrobiologia, 412: 165-176",1999,"Literature: F. Stoch","NULL"
68,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","danielopoli","NULL","Diacyclops danielopoli","Pospisil & Stoch, 1999","Diacyclops danielopoli Pospisil & Stoch, 1999","1999","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
69,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","disjunctus","NULL","Diacyclops disjunctus","(Thallwitz, 1927)","Diacyclops disjunctus (Thallwitz, 1927)","1927","Austria","Wien, Lobau wetland","Well","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Stoch F., Pospisil P. (2000) Redescription of Diacyclops disjunctus (Thallwitz, 1927) from Austria with remarks on the Diacyclops languidus-group in Europe (Copepoda, Cyclopoida). Crustaceana, 73(4): 469-478",2000,"Literature: F. Stoch","NULL"
70,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","disjunctus","NULL","Diacyclops disjunctus","(Thallwitz, 1927)","Diacyclops disjunctus (Thallwitz, 1927)","1927","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
71,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","felix","NULL","Diacyclops felix","Pospisil & Stoch, 1999","Diacyclops felix Pospisil & Stoch, 1999","1999","Austria","Haslau, Niederösterreich","Hyporheic","Aquifer in unconsolidated sediments:hyporeic",16.719,48.118,"EPSG: 4326",4820722.235776401,2801021.3220346053,"1 km","Francesco Cerasoli","Pospisil P., Stoch F. (1999) Two new species of the Diacyclops languidoides -group (Copepoda, Cyclopoida) from groundwaters of Austria. Hydrobiologia, 412: 165-176",1999,"Literature: F. Stoch","NULL"
72,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","felix","NULL","Diacyclops felix","Pospisil & Stoch, 1999","Diacyclops felix Pospisil & Stoch, 1999","1999","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Stoch F. (1999) Two new species of the Diacyclops languidoides -group (Copepoda, Cyclopoida) from groundwaters of Austria. Hydrobiologia, 412: 165-176",1999,"Literature: F. Stoch","NULL"
73,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","felix","NULL","Diacyclops felix","Pospisil & Stoch, 1999","Diacyclops felix Pospisil & Stoch, 1999","1999","Austria","Wien, Lobau wetland","unconsolidated (phreatic)","Unclear",16.565,48.16,"EPSG: 4326",4808899.56191364,2804643.839581309,"0.5 km","Francesco Cerasoli","Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150",2000,"Literature: F. Stoch","NULL"
74,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","goticus","NULL","Diacyclops goticus","(Kiefer, 1931)","Diacyclops goticus (Kiefer, 1931)","1931","Austria","Bad Voslau, Baden district","well","NULL",16.214,47.965,"EPSG: 4326",4784660.772787479,2780776.130448766,"2 km","Francesco Cerasoli","Stoch F., Pospisil P. (2000) The Diacyclops languidoides – group (Copepoda, Cyclopoida) in Austria, with redescription of Diacyclops cohabitatus Monchenko, 1980. Annls. Limnol., Toulouse, 36(1): 21-29",2000,"Literature: F. Stoch","NULL"
75,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","languidus","maisi","Diacyclops languidus maisi","Plesa & Buzila, 1998","Diacyclops languidus maisi Plesa & Buzila, 1998","1998","Austria","Lurhöhle, Peggau-Semriach (2836/1)","Cave","NULL",15.371,47.222,"EPSG: 4326",4727710.58389245,2693462.4356089304,"0.1 km","Francesco Cerasoli","Christian E., Spotl C. (2010) Karst geology and cave fauna of Austria: a concise review. International Journal of Speleology, 39 : 71-90",2010,"Literature: F. Stoch","NULL"
76,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Almajurtal, Kaisers","hyporheic","Aquifer in unconsolidated sediments:hyporeic",10.265,47.184,"EPSG: 4326",4341101.405200763,2674528.3242538385,"5 km","Francesco Cerasoli","Tilzer M. (1968) Zur Ökologie und Besiedlung des hochalpin hyporheischen Interstitials im Arlberggbiet (Österreich). Arch. Hydrobiol., 65(3): 253-308",1968,"Literature: F. Stoch","NULL"
77,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Rosanna river, Arlberg area","Hyporheic zone","Aquifer in unconsolidated sediments:hyporeic",10.318,47.143,"EPSG: 4326",4345140.57206843,2669989.6740730223,"5 km","Francesco Cerasoli","Tilzer M. (1968) Zur Ökologie und Besiedlung des hochalpin hyporheischen Interstitials im Arlberggbiet (Österreich). Arch. Hydrobiol., 65(3): 253-308",1968,"Literature: F. Stoch","NULL"
78,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Moostal, region of Arlberg, Sankt Anton am Arlberg, Maroialpe","NULL","NULL",10.221,47.081,"EPSG: 4326",4337796.832115869,2663075.8300584448,"Comm.Centr","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
79,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Almajurtal, Kaisers","unconsolidated","NULL",10.265,47.184,"EPSG: 4326",4341101.405200763,2674528.3242538385,"5 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
80,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Groundwater  of  Salzburg  basin,  Lower  Alp","Groundwater","NULL",12.993,47.945,"EPSG: 4326",4544643.746624755,2763573.851692629,"20 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
81,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Mausrodl village, Lunz am See, Scheibss district","spring","NULL",15.048,47.874,"EPSG: 4326",4698504.019356847,2764049.894372087,"0.5 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
82,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Groundwater near Ried im Innkreis","Groundwater","NULL",13.492,48.213,"EPSG: 4326",4580529.379683151,2794967.037271334,"3 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
83,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Pump-well in Ostliper Meierhof","well","NULL",16.12,47.24,"EPSG: 4326",4784128.928062114,2699855.386394104,"0.1 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
84,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Well in Lutzmannsburg","well","NULL",16.634,47.464,"EPSG: 4326",4820752.8563253265,2728010.678960044,"2 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
85,"Cyclopoida","Cyclopidae","Cyclopinae","Diacyclops","NULL","sp.","NULL","Diacyclops sp. group languidoides","NULL","NULL","NULL","Austria","Well in Albrechtsfeld, Sankt Andrä am Zicksee","well","NULL",17.007,47.811,"EPSG: 4326",4845215.513557933,2769018.586358736,"0.5 km","Francesco Cerasoli","Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594",1998,"Literature: F. Stoch","NULL"
