code	year	verbatim	authors	journal	title
Chappuis_1952_Rev_Zool_Bot_Afr_45_3_4_353_357	1952	Chappuis P.A. 1952. Un nouveau Stenasellus du Congo belge. Revue Zoologique et Botanique Africaines, 45(3-4), 353-357.	Chappuis P.A.	Revue Zoologique et Botanique Africaines	Un nouveau Stenasellus du Congo belge
Birstein_1972_ Int_J_Speleol_4_9_18	1972	Birstein J.A. 1972. Une nouvelle espece africaine du genre Stenasellus (Crustacea Isopoda Asellota) du bassin du Niger. International Journal of Speleology, 4, 9-18.	Birstein J.A.	International Journal of Speleology	Une nouvelle espece africaine du genre Stenasellus (Crustacea Isopoda Asellota) du bassin du Niger
Magniez_1978_Int_ J_Speleol_9_321_329	1978	Magniez G. 1978. Magniezi gardei n. sp. (Crustacea Isopoda Asellota): un Stenasellide des eaux souterraines du Maroc sud-oriental. International Journal of Speleology, 9, 321-329.	Magniez G.	International Journal of Speleology	Magniezi gardei n. sp. (Crustacea Isopoda Asellota): un Stenasellide des eaux souterraines du Maroc sud-oriental
Monod_1945_Bull_Inst_Fr_Afr_7_101_114	1945	Monod Th. 1945. Un nouveau Stenasellus ouest-africain. Bulletin de l'Institut Francais d'Afrique Noire, 7, 101-114.	Monod Th.	Bulletin de l'Institut Francais d'Afrique Noire	Un nouveau Stenasellus ouest-africain
Bowman_1982_Ass_Mexi_Cave_St_Bul_28_25_38	1982	Bowman T.E. 1982. Three new stenasellid isopods from Mexico (Crustacea: Asellota). Association of Mexican Cave Studies Bulletin, 28, 25-38.	Bowman T.E.	Association of Mexican Cave Studies Bulletin	Three new stenasellid isopods from Mexico (Crustacea: Asellota)
Karaman_1937_Glasnik_Bul_Soci_Sci_Skoplje_17_137_141	1937	Karaman S. 1937. Ein Stenasellus aus dem grundwasser von Skoplje, St. gjorgjevici skopljensis n. subsp. Glasnik Bulletin de la Societe Scientifique de Skoplje, 17, 137-141.	Karaman S.	Glasnik Bulletin de la Societe Scientifique de Skoplje	Ein Stenasellus aus dem grundwasser von Skoplje, St. gjorgjevici skopljensis n. subsp
Karaman_1954_Fragm_Balc_1_2_7_20	1954	Karaman S.L. 1954. Über die Jugoslavischen Stenasellus-arten. Fragmenta Balcanica, 1(2), 7-20.	Karaman S.L.	Fragmenta Balcanica	Über die Jugoslavischen Stenasellus-arten
Cvetkov_1967_Izv_Zool_Inst_Muz_Bul_Ak_Nau_23_139_165	1967	Cvetkov, L. (1967) Au sujet de la faune des Stenasellus de la peninsula balkanique et sur l'origine des Stenasellus. Izvestiya na Zoologicheskiya Institut s Muzei, Bulgarska Akademiyana Naukite, 23, 139-165.	Cvetkov, L.	Izvestiya na Zoologicheskiya Institut s Muzei, Bulgarska Akademiyana Naukite	() Au sujet de la faune des Stenasellus de la peninsula balkanique et sur l'origine des Stenasellus
Sket_1969_Bull_Sci_Fr_Bel_A_14_11_12_386_387	1969	Sket B. 1969. Eine neue art der Stenasellinae (Isopoda, Asellota) aus Senegal. Bulletin Scientifique de la France et de la Belgique, A. 14(11–12), 386-387.	Sket B.	Bulletin Scientifique de la France et de la Belgique, A	Eine neue art der Stenasellinae (Isopoda, Asellota) aus Senegal. . 14(11–
Magniez_1968_Ann_Speleol_23_2_ 363_407	1968	Magniez G. 1968. L'espece polytypique Stenasellus virei Dollfus, 1897 (Crustace Isopode Hypoge). Annales de Speleologie, 23(2), 363-407.	Magniez G.	Annales de Speleologie	L'espece polytypique Stenasellus virei Dollfus, 1897 (Crustace Isopode Hypoge)
Messana_et_al_2019_Zootaxa_4683_4_552_562	2019	Messana G., Van Damme K., Argano, R. 2019. A new stygobiotic Stenasellus Dollfus, 1897 (Asellota: Stenasellidae) from Socotra Island, Yemen. Zootaxa, 4683(4), 552-562.	Messana G., Van Damme K., Argano, R.	Zootaxa	A new stygobiotic Stenasellus Dollfus, 1897 (Asellota: Stenasellidae) from Socotra Island, Yemen
Magniez_2001_Rev_Suisse_Zool_108_3_551_557	2001	Magniez G. 2001. Nouvelles donnees sur Stenasellus strinatii (Crustacea, Isopoda, Asellota, Stenasellidae), stygobie de Sumatra (lndonesie). Revue Suisse de Zoologie, 108(3), 551-557.	Magniez G.	Revue Suisse de Zoologie	Nouvelles donnees sur Stenasellus strinatii (Crustacea, Isopoda, Asellota, Stenasellidae), stygobie de Sumatra (lndonesie)
Magniez_2001_Bull_Soc_Lin_Lyon_70_6_159_164	2001	Magniez G. 2001. Stenasellus stocki n. sp., nouvel Isopode Stenasellidae des eaux souterraines de Sumatra (Indonesie) Bulletin Mensuel de la Sociéte Linneenne de Lyon, 70(6), 159-164.	Magniez G.	, nouvel Isopode Stenasellidae des eaux souterraines de Sumatra (Indonesie) Bulletin Mensuel de la Sociéte Linneenne de Lyon	Stenasellus stocki n. sp
Kurniawan_et_al_2022_Biodiversitas_23_1495_1504	2022	Kurniawan I.D., Rahmadi C., Akbar R.T.M., Prakarsa T.B.P. 2022. Stygobiotic isopod Stenasellus sp. in Sarongge Jompong cave, Tasikmalaya karst area, Indonesia. Biodiversitas, 23, 1495-1504.	Kurniawan I.D., Rahmadi C., Akbar R.T.M., Prakarsa T.B.P.	Biodiversitas	Stygobiotic isopod Stenasellus sp. in Sarongge Jompong cave, Tasikmalaya karst area, Indonesia
Moulds_et_al_2013_Unpub_rep_89	2013	Moulds T., Anderson J., Anderson R., Nykiel P. 2013. Preliminary Survey of Cave Fauna in the Gunung Mulu World Heritage Area, Sarawak, Malaysia. Unpublished report to Sarawak Forestry, June 2013, pp 89.	Moulds T., Anderson J., Anderson R., Nykiel P.	Unpublished report to Sarawak Forestry, June	Preliminary Survey of Cave Fauna in the Gunung Mulu World Heritage Area, Sarawak, Malaysia.  2013, pp
Rahmadi_Suhardjono_2004_Bidang Zoologi_28p	2004	Rahmadi C., Suhardjono Y. R. 2004. Gua-gua di Tumbang Topus, Hulu Sungai Barito, Kalimantan Tengah : tinjauan speleologi dan biologi. Internal Report, Bidand Zoologi, Pusat Penelitian Biologi, LIPI, Cibinong, 28 p.	Rahmadi C., Suhardjono Y. R.	Internal Report, Bidand Zoologi, Pusat Penelitian Biologi, LIPI, Cibinong	Gua-gua di Tumbang Topus, Hulu Sungai Barito, Kalimantan Tengah : tinjauan speleologi dan biologi. , 28 p.
Puspita_et_al_2019_Forum_Arkeologi_32_2_ 63_74	2019	Puspita D., Wibowo A.S., Fauzi D.M.R. 2019. The existence of Stenasellus sp. at prehistoric cave habitation site in Bukit Bulan Karstic Area, Sarolangun, Jambi. Forum Arkeologi, 32(2), 63-74.	Puspita D., Wibowo A.S., Fauzi D.M.R.	Forum Arkeologi	The existence of Stenasellus sp. at prehistoric cave habitation site in Bukit Bulan Karstic Area, Sarolangun, Jambi
Rahmadi_2008_Int_Rep_Rufford_26	2008	Rahmadi C. 2008. Cave fauna of Java. Report to Rufford Small Grants Foundation. Project Ref. 40.11.06. 26 p.	Rahmadi C.	Project Ref	Cave fauna of Java. Report to Rufford Small Grants Foundation. . 40.11.06. 26 p.
Messana_1999_Tropical_Zool_12_1_1_8	1999	Messana G. 1999. Stenasellus simonsi n. sp. (Isopoda Asellota Stenasellidae) from the limestone outcrop of the Kenyan coast. Tropical Zoology, 12(1), 1-8.	Messana G.	Tropical Zoology	Stenasellus simonsi n. sp. (Isopoda Asellota Stenasellidae) from the limestone outcrop of the Kenyan coast
Magniez_2003_Subt_Biol_1_31_42	2003	Magniez G.J. 2003. Contribution a la connaissance des Stenasellidae (Crustacea, Isopoda, Asellota) stygobies d'Extreme-Orient. Subterranean Biology 1, 31-42.	Magniez G.J.	Subterranean Biology	Contribution a la connaissance des Stenasellidae (Crustacea, Isopoda, Asellota) stygobies d'Extreme-Orient
Chelazzi_Messana_1985_Mon_Zool_Ital_20_4_43_54	1985	Chelazzi L., Messana G. 1985. Acanthastenasellus forficuloides n. Gen. n. sp., a stenasellid isopod (Asellota) from Somalian phreatic layer. Monitore Zoologico Italiano Supplemento 20(4), 43-54.	Chelazzi L., Messana G.	Monitore Zoologico Italiano Supplemento	Acanthastenasellus forficuloides n. Gen. n. sp., a stenasellid isopod (Asellota) from Somalian phreatic layer
Magniez_1991_Mem_Biospeol_18_99_104	1991	Magniez G. 1991. Bons et mauvais caracteres taxinomiques: exemple des Stenasellides d'Extreme-Orient. Memoires de Biospeologie, 18, 99-104.	Magniez G.	Memoires de Biospeologie	Bons et mauvais caracteres taxinomiques: exemple des Stenasellides d'Extreme-Orient
Lanza_1966_Mon_Zool_Ital_1_1_221_256	1966	Lanza B. 1966. Stenasellus pardii sp. n. della Somalia e note sistematiche su gli Stenasellinae (Crustacea, Isopoda). Monitore Zoologico Italiano, 1(1), 221-256.	Lanza B.	Monitore Zoologico Italiano	Stenasellus pardii sp. n. della Somalia e note sistematiche su gli Stenasellinae (Crustacea, Isopoda)
Messana_et_al_1974_Mon_Zool_Ital_5_1_325_340	1974	Messana G., Chelazzi L., Lanza, B. 1974. Stenasellus migiurtinicus sp. n., isopode freatobio della Somalia settentrionale. Monitore Zoologico Italaino, Supplemento 5(1), 325-340.	Messana G., Chelazzi L., Lanza, B.	Monitore Zoologico Italaino, Supplemento	Stenasellus migiurtinicus sp. n., isopode freatobio della Somalia settentrionale
Magniez_2000_ Mem_Biospeol_27_77_81	2000	Magniez G. 2000. Un nouveau crustace isopode des eaux souterraines Sumatra (Indonesie): Stenasellus monodi n.sp. Memoires de Biospeologie, 27, 77-81.	Magniez G.	Memoires de Biospeologie	Un nouveau crustace isopode des eaux souterraines Sumatra (Indonesie): Stenasellus monodi n.sp
Magniez_Panitvong_2005_Subt_Biology_3_75_80	2005	Magniez G., Panitvong N. 2005. A new Stenasellidae from underground waters of Thailand: Stenasellus mongnatei, sp. nov. Subterranean Biology, 3, 75-80.	Magniez G., Panitvong N.	Subterranean Biology	A new Stenasellidae from underground waters of Thailand: Stenasellus mongnatei, sp. nov
Leleup_1956_Ann_Mus_Roy_Congo_Belge_Zool_46_1_165	1956	Leleup N. 1956. La faune cavernicole du Congo beige et considerations sur !es Coleopteres reliques d Afrique intertropicale. Annales du Musee Royal du Congo Belge, Sciences Zoologiques, 46, 1-165.	Leleup N.	Annales du Musee Royal du Congo Belge, Sciences Zoologiques	La faune cavernicole du Congo beige et considerations sur !es Coleopteres reliques d Afrique intertropicale
Chappuis_1951_Rev_Zool_Bot_Afr_44_342-359	1951	Chappuis P.A. 1951. Isopodes et copepodes cavernicoles. Revue de Zoologie et Botanique Africaines, 44, 342-359.	Chappuis P.A.	Revue de Zoologie et Botanique Africaines	Isopodes et copepodes cavernicoles
Heuts_Leleup_1954_Ann_Mus_Roy_Congo_Belge_35_71	1954	Heuts M.-J., Leleup N. 1954. La geographie et l’ecologie des grottes du Bas-Congo. Annales du Musée Royal du Congo Belge Tervuren (Belgique) Sciences zoologiques, 35, 71 p.	Heuts M.-J., Leleup N.	Annales du Musée Royal du Congo Belge Tervuren (Belgique) Sciences zoologiques	La geographie et l’ecologie des grottes du Bas-Congo. , 35, 71 p.
Magniez_1972_Int_J_Speleol_4_33_35	1972	Magniez G. 1972. A propos du Stenasellus laticarpus Birstein (Crustacea Isopoda Asellota). International Journal of Speleology, 4, 33-35.	Magniez G.	International Journal of Speleology	A propos du Stenasellus laticarpus Birstein (Crustacea Isopoda Asellota)
Magniez_1997_Bull_sci_Bourg_49_21_28	1997	Magniez G.J. 1997. Etat actuel des connaissances sur les Stenasellidae (Crustacea, Isopoda, Asellota des eaux souterraines continentales). Bulletin scientifique de Bourgogne, 49, 21-28.	Magniez G.J.	Bulletin scientifique de Bourgogne	Etat actuel des connaissances sur les Stenasellidae (Crustacea, Isopoda, Asellota des eaux souterraines continentales)
Magniez_1979_Bull_sci_Bourg_32_2_97_106	1979	Magniez G. 1979. Un Stenasellide phreatique de Cote-d'Ivoire: Metastenasellus tarrissei n. sp. (Crustace Isopode Asellote). Bulletin Scientifique de Bourgogne, 32(2), 97-106.	Magniez G.	Bulletin Scientifique de Bourgogne	Un Stenasellide phreatique de Cote-d'Ivoire: Metastenasellus tarrissei n. sp. (Crustace Isopode Asellote)
Argano_1973_Accad_Naz_Lincei_171_97_103	1973	Argano R. 1973. Mexistenasellus magniezi n. sp., a blind aquatic isopod from Veracruz, Mexico (Crustacea). Accademia Nazionale dei Lincei, 171, 97-103.	Argano R.	Accademia Nazionale dei Lincei	Mexistenasellus magniezi n. sp., a blind aquatic isopod from Veracruz, Mexico (Crustacea)
Messana_1993_Tropical_Zool_6_441_449	1993	Messana G. 1993. A new Stenasellus (Crustacea Isopoda Stenasellidae), from the eastern province of Kenya and notes on Kenyan Stenasellidae. Tropical Zoology, 6, 441-449.	Messana G.	Tropical Zoology	A new Stenasellus (Crustacea Isopoda Stenasellidae), from the eastern province of Kenya and notes on Kenyan Stenasellidae
Magniez_1975_Int_J_Speleol_6_325_332	1975	Magniez G. 1975. Stenasellus kenyensis n. sp., Crustacea Isopoda Asellota des eaux souterraines du Kenya. International Journal of Speleology, 6, 325-332.	Magniez G.	International Journal of Speleology	Stenasellus kenyensis n. sp., Crustacea Isopoda Asellota des eaux souterraines du Kenya
Stock_et_al_1997_Verslag_Tech_Gegevens_71_1_1_15	1997	Stock J.H., Vermeulen J.J., Mutey A. 1997. Research program: Biological groundwater survey of the Sultanate of Oman - List of sampling stations March-April 1996. Verslagen en Technische Gegevens, 71(1), 1-15.	Stock J.H., Vermeulen J.J., Mutey A.	Verslagen en Technische Gegevens	Research program: Biological groundwater survey of the Sultanate of Oman - List of sampling stations March-April 1996
Magniez_Stock_2000_Beaufortia_50_9_163_183	2000	Magniez G., Stock, J. 2000. Les Stenasellidae (Crustacea Isopoda Asellota Anophtalmes) des eaux souterraines du sultant d'Oman. Beaufortia, 50(9), 163-183.	Magniez G., Stock, J.	Beaufortia	Les Stenasellidae (Crustacea Isopoda Asellota Anophtalmes) des eaux souterraines du sultant d'Oman
Magniez_Rahmadi_2006_Bull_Soc_Lin_Lyon_75_4_173_177	2006	Magniez G., Rahmadi C. 2006. A new species of the genus Stenasellus (Crustacea, Isopoda, Asellota, Stenasellidae). Bulletin mensuel de la Société linnéenne de Lyon, 75(4), 173-177.	Magniez G., Rahmadi C.	Bulletin mensuel de la Société linnéenne de Lyon	A new species of the genus Stenasellus (Crustacea, Isopoda, Asellota, Stenasellidae)
Botosaneanu_et_al_1998_Bul_Inst_R_Sci_Nat_Bel_Biol_68_123_134	1998	Botosaneanu L., Iliffe T.M., Hendrickson D.A. 1998. On a collection of stygobitic cirolanids (Isopoda: Cir-olanidae) from northern Mexico, with description of a new species. Bulletin de L Institut Royal des Sciences Naturelles de Belgique, Biologie, 68, 123-134.	Botosaneanu L., Iliffe T.M., Hendrickson D.A.	Bulletin de L Institut Royal des Sciences Naturelles de Belgique, Biologie	On a collection of stygobitic cirolanids (Isopoda: Cir-olanidae) from northern Mexico, with description of a new species
Magniez_1972_Int_J_Speleol_4_19_31	1972	Magniez G. 1972. Deux Stenasellidae cavernicolous nouveaux de l'Amerique centrale: Mexistenasellus parzefalli n. sp. et Mexistenasellus wilkensi n. sp. (Crustacea, Isopoda, Asellota). International Journal of Speleology, 4, 19-31.	Magniez G.	International Journal of Speleology	Deux Stenasellidae cavernicolous nouveaux de l'Amerique centrale: Mexistenasellus parzefalli n. sp. et Mexistenasellus wilkensi n. sp. (Crustacea, Isopoda, Asellota)
Chelazzi_Messana_1987_Mon_Zool_Ital_22_281_289	1987	Chelazzi L., Messana, G. 1987. Speleobiology of Somalia. Stenasellus agiuranicus n. sp. a new stygobiont isopod (Crustacea Asellota Stenasellidae) from the caves of Mugdile and Showli Berdi. Monitore Zoologico Italiano, Suppl., 22(1), 281-289.	Chelazzi L., Messana, G.	Monitore Zoologico Italiano, Suppl	Speleobiology of Somalia. Stenasellus agiuranicus n. sp. a new stygobiont isopod (Crustacea Asellota Stenasellidae) from the caves of Mugdile and Showli Berdi.
Remy_1938_Arch_Zool_exper_gen_Fr_NR_79_2_69_74	1938	Remy P. 1938. Voyage de Ch. Allaud et P. A. Chappuis en Afrique occidentale francaise (1930-1931). No. X. Un Stenasellus en Afrique Occidentale Francaise: S. chappuisi n. sp. de la Cote d'Ivoire. Archives de Zoologie Experimentale Generale, Notes et Revue, 79 (2), 69-74.	Remy P.	Archives de Zoologie Experimentale Generale, Notes et Revue	Voyage de Ch. Allaud et P. A. Chappuis en Afrique occidentale francaise (1930-1931). No. X. Un Stenasellus en Afrique Occidentale Francaise: S. chappuisi n. sp. de la Cote d'Ivoire
Mehely_1927_Budapest_1_19	1927	Mehely L. 1927. Neue Wurmer und Krebse aus Ungarn. Budapest, p. 1-19.	Mehely L.	Budapest	Neue Wurmer und Krebse aus Ungarn. , p
Decu_et_al_2019_Ecol_Montenegrina_20_168_193	2019	Decu V., Juberthie C., Iepure S., Gheorghiu V., Nazareanu G. 2019. An overbiew on the subterranean fauna from Central Asia. Ecologica Montenegrina, 20, 168-193.	Decu V., Juberthie C., Iepure S., Gheorghiu V., Nazareanu G.	Ecologica Montenegrina	An overbiew on the subterranean fauna from Central Asia
Maltsev_Self_1992_Proc_Univ_Bristol_Spalaeol_Soc_19_2_117_149	1992	Maltsev V.A., Self C.A. 1992. Cupp-Coutunn cave system, Turkmenia, Central Asia. Proceeding University Bristol Speleology Society, 19(2), 117-149.	Maltsev V.A., Self C.A.	Proceeding University Bristol Speleology Society	Cupp-Coutunn cave system, Turkmenia, Central Asia
Birstein_Starostin_1949_Dok_Ak_Nauk_SSSR_69_5_691_694	1949	Birstein J.A., Starostin I.V. 1949. Novyj djla SSSR rod vodjanykh osliov (Stenasellus) iz Turkmenii i ego znaceniedlja zoogeografii srednej Azii. Doklady Akademiya Nauk SSSR 69 (5): 691-694.	Birstein J.A., Starostin I.V.	Doklady Akademiya Nauk SSSR	Novyj djla SSSR rod vodjanykh osliov (Stenasellus) iz Turkmenii i ego znaceniedlja zoogeografii srednej Azii
Knight_et_al_2015_Subt_Biology_15_69_94	2015	Knight L.R.F.D., Brancelj A., Hanfling N., Cheny C. 2015. The groundwater invertebrate fauna of the Channel Islands. Subterranean Biology, 15, 69-94.	Knight L.R.F.D., Brancelj A., Hanfling N., Cheny C.	Subterranean Biology	The groundwater invertebrate fauna of the Channel Islands
